CONTROL,REGION,SHIPMONTH,SECTIONS,WEIGHT,WGTADJ,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,JSTATUS,JPRICE,JSQFT,JBEDROOM,JTITLED,JLOCATION,JFOUNDATION,JSECURED
1404260,2,201404,1,9.272727273,1.014402139,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1404261,4,201404,2,7.115789474,0.980389703,1,129000,1296,3,9,9,9,9,R,R,R,R,9,9,9,9
1404262,2,201404,1,9.272727273,1.014402139,2,44700,1056,3,3,1,2,1,R,I,I,I,I,I,I,I
1404263,4,201404,2,7.115789474,0.980389703,2,79400,1560,3,2,1,3,1,I,I,I,I,I,I,I,I
1404264,4,201404,2,7.115789474,0.980389703,2,72000,2048,3,2,1,3,1,R,R,R,R,R,R,R,R
1404265,2,201404,2,4.636363636,0.980389703,1,83900,1984,3,9,9,9,9,R,R,R,R,9,9,9,9
1404266,2,201404,2,4.636363636,0.980389703,2,79700,1568,3,2,3,3,1,I,I,I,I,I,I,I,I
1404267,3,201404,1,42.192857143,1.014402139,2,24500,868,3,2,3,2,1,R,R,R,R,R,R,R,R
1404268,3,201404,1,42.192857143,1.014402139,1,24500,700,1,9,9,9,9,R,R,R,R,9,9,9,9
1404269,1,201404,2,4.416666667,0.980389703,1,77500,1456,3,9,9,9,9,R,R,R,R,9,9,9,9
1404270,2,201404,2,4.636363636,0.980389703,2,73400,1456,3,2,3,2,1,R,R,R,R,R,R,R,R
1404271,2,201404,1,9.272727273,1.014402139,2,42100,992,3,3,1,3,1,R,I,R,R,R,R,R,R
1404272,1,201404,2,4.416666667,0.980389703,2,68200,1288,1,1,1,2,1,R,I,R,R,R,R,R,R
1404273,3,201404,2,21.096428571,0.980389703,1,79000,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1404274,4,201404,2,7.115789474,0.980389703,2,69500,1056,1,2,1,3,1,R,R,R,R,R,R,R,R
1404275,4,201404,1,14.231578947,1.014402139,2,52300,1216,3,2,3,3,1,R,R,R,R,I,I,R,R
1404276,3,201404,2,21.096428571,0.980389703,2,93600,1904,3,2,3,3,1,I,I,I,I,I,I,I,I
1404277,3,201404,2,21.096428571,0.980389703,2,75100,1456,3,1,1,3,1,I,I,I,I,I,I,I,I
1404278,3,201404,2,21.096428571,0.980389703,1,53900,1408,3,9,9,9,9,R,R,R,R,9,9,9,9
1404279,3,201404,2,21.096428571,0.980389703,2,131700,2304,3,2,3,3,1,R,R,R,R,R,R,R,R
1404280,1,201404,1,8.833333333,1.014402139,2,47800,896,1,2,1,3,1,R,R,R,R,R,R,R,R
1404281,3,201404,2,21.096428571,0.980389703,2,118700,2040,3,2,3,1,9,R,R,R,R,R,R,R,R
1404282,2,201404,1,9.272727273,1.014402139,2,67100,1056,1,2,1,2,1,R,R,R,R,R,R,R,R
1404283,2,201404,2,4.636363636,0.980389703,2,70500,1344,3,2,1,3,1,R,I,I,I,R,R,R,R
1404284,3,201404,2,21.096428571,0.980389703,2,96000,2500,3,2,3,2,1,R,R,R,R,R,R,R,R
1404285,2,201404,2,4.636363636,0.980389703,1,72000,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1404286,3,201404,2,21.096428571,0.980389703,2,83700,1664,3,1,3,2,1,R,I,I,I,R,R,R,R
1404287,1,201404,2,4.416666667,0.980389703,2,228600,1512,1,2,1,3,1,R,R,R,R,R,R,R,R
1404288,3,201404,1,42.192857143,1.014402139,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1404289,2,201404,1,9.272727273,1.014402139,2,50400,1216,3,2,1,3,1,R,R,R,R,R,R,R,R
1404290,1,201404,2,4.416666667,0.980389703,2,121900,2000,3,2,3,3,1,R,R,R,R,R,R,R,R
1404291,2,201404,2,4.636363636,0.980389703,1,63900,1792,3,9,9,9,9,R,R,R,R,9,9,9,9
1404292,3,201404,2,21.096428571,0.980389703,2,71100,1568,1,2,3,3,1,R,R,R,R,R,R,R,R
1404293,3,201404,2,21.096428571,0.980389703,2,60200,1664,3,2,3,3,1,R,R,R,R,R,R,R,R
1404294,1,201404,2,4.416666667,0.980389703,2,88500,1782,1,2,1,2,1,R,I,R,R,R,R,R,R
1404295,2,201404,2,21.096428571,0.980389703,2,51000,1568,3,2,3,2,1,R,R,R,R,R,R,R,R
1404296,3,201404,2,21.096428571,0.980389703,1,84800,1568,3,9,9,9,9,R,R,R,R,9,9,9,9
1404297,2,201404,1,9.272727273,1.014402139,2,55300,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1404298,1,201404,1,8.833333333,1.014402139,1,40900,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
1404299,3,201404,1,42.192857143,1.014402139,2,49800,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1404300,2,201404,1,9.272727273,1.014402139,1,42100,992,3,9,9,9,9,I,I,I,I,9,9,9,9
1404301,4,201404,1,14.231578947,1.014402139,2,56600,1300,3,2,1,3,1,I,I,I,I,I,I,I,I
1404302,3,201404,2,21.096428571,0.980389703,1,102800,2128,3,9,9,9,9,R,I,R,R,9,9,9,9
1404303,1,201404,2,4.416666667,0.980389703,2,75100,1456,3,2,1,1,9,R,I,R,R,R,R,R,R
1404304,1,201404,2,4.416666667,0.980389703,2,84300,1680,3,3,1,3,1,R,I,R,R,R,R,R,R
1404305,3,201404,2,21.096428571,0.980389703,2,103000,1960,3,2,3,1,9,R,R,R,R,R,R,R,R
1404306,3,201404,2,21.096428571,0.980389703,2,72600,1680,3,2,3,2,1,R,R,R,R,R,R,R,R
1404307,3,201404,2,21.096428571,0.980389703,2,57200,2016,3,2,3,3,1,R,R,R,R,R,R,R,R
1404308,2,201404,2,4.636363636,0.980389703,2,84300,1680,3,2,1,3,1,R,I,R,R,R,R,R,R
1404309,1,201404,2,4.416666667,0.980389703,2,79700,1568,3,3,1,2,1,R,I,R,R,R,R,R,R
1404310,2,201404,1,9.272727273,1.014402139,2,51300,1216,1,2,1,3,1,I,I,I,I,I,I,I,I
1404311,3,201404,1,42.192857143,1.014402139,1,66600,1280,3,9,9,9,9,R,R,R,R,9,9,9,9
1404312,3,201404,1,42.192857143,1.014402139,1,29900,840,1,9,9,9,9,R,R,R,R,9,9,9,9
1404313,3,201404,1,42.192857143,1.014402139,2,34000,1216,3,2,3,1,9,R,R,R,R,R,R,R,R
1404314,3,201404,1,42.192857143,1.014402139,2,35800,840,1,3,3,3,1,I,I,I,I,I,I,I,I
1404315,2,201404,2,4.636363636,0.980389703,2,62600,1904,3,2,3,1,9,R,R,R,R,R,R,R,R
1404316,2,201404,1,9.272727273,1.014402139,2,51300,1216,3,2,1,3,1,R,I,R,R,R,R,R,R
1404317,2,201404,2,4.636363636,0.980389703,2,72900,1404,3,3,1,2,1,R,I,R,R,R,R,R,R
1404318,1,201404,2,4.416666667,0.980389703,2,65900,1232,3,2,1,1,9,I,I,I,I,I,I,I,R
1404319,4,201404,2,7.115789474,0.980389703,2,43200,1152,3,2,1,2,1,R,R,R,R,R,R,R,R
1404320,1,201404,2,4.416666667,0.980389703,2,79700,1568,3,1,1,2,1,R,I,R,R,R,R,R,R
1404321,2,201404,2,4.636363636,0.980389703,2,72800,1400,3,2,1,1,9,I,I,I,I,I,I,I,R
1404322,4,201404,2,7.115789474,0.980389703,1,56800,900,1,9,9,9,9,I,I,I,I,9,9,9,9
1404323,3,201404,2,21.096428571,0.980389703,1,131700,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1404324,4,201404,2,7.115789474,0.980389703,2,77400,1344,3,2,3,2,1,R,R,R,R,R,R,R,R
1404325,4,201404,2,7.115789474,0.980389703,2,104100,2160,3,2,1,3,1,R,I,I,I,R,R,R,R
1404326,4,201404,2,7.115789474,0.980389703,2,135800,2046,3,2,3,1,9,R,R,R,R,R,R,R,R
1404327,1,201404,2,4.416666667,0.980389703,2,66900,1344,3,1,3,2,1,R,R,R,R,R,R,R,R
1404328,3,201404,1,42.192857143,1.014402139,2,46900,1312,3,2,3,3,1,R,R,R,R,R,R,R,R
1404329,2,201404,2,4.636363636,0.980389703,2,89000,1456,3,2,1,3,1,R,R,I,I,I,I,I,I
1404330,3,201404,1,42.192857143,1.014402139,2,51900,1248,3,2,3,3,1,R,R,R,R,R,R,R,R
1404331,1,201404,1,8.833333333,1.014402139,2,57100,924,1,2,1,3,1,R,R,R,R,R,R,R,R
1404332,3,201404,2,21.096428571,0.980389703,2,65700,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1404333,4,201404,1,14.231578947,1.014402139,1,39300,924,1,9,9,9,9,R,I,R,R,9,9,9,9
1404334,3,201404,2,4.416666667,0.980389703,2,75000,1344,3,2,1,3,1,R,R,R,R,R,R,R,R
1404335,2,201404,1,9.272727273,1.014402139,2,41600,980,3,2,3,2,1,I,I,I,I,I,I,I,I
1404336,2,201404,1,9.272727273,1.014402139,2,52000,1216,1,2,3,1,9,R,R,R,R,R,R,R,R
1404337,1,201404,1,8.833333333,1.014402139,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1404338,3,201404,1,42.192857143,1.014402139,1,31800,832,1,9,9,9,9,R,R,R,R,9,9,9,9
1404339,4,201404,2,7.115789474,0.980389703,2,93000,1890,3,2,1,2,3,I,I,I,I,I,I,I,I
1404340,3,201404,2,21.096428571,0.980389703,1,71000,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1404341,4,201404,2,7.115789474,0.980389703,2,80600,1680,3,1,3,1,9,R,R,R,R,R,R,R,R
1404342,4,201404,2,7.115789474,0.980389703,2,84300,1680,3,3,1,3,1,R,I,I,I,R,R,R,R
1404343,2,201404,2,4.636363636,0.980389703,2,115300,2400,3,1,1,3,1,R,I,I,I,I,I,I,I
1404344,3,201404,2,21.096428571,0.980389703,2,115300,2500,3,2,3,3,1,R,I,R,R,R,R,R,R
1404345,1,201404,2,4.416666667,0.980389703,2,72000,1488,3,2,1,3,1,R,R,R,R,R,R,R,R
1404346,3,201404,1,42.192857143,1.014402139,2,38100,896,3,2,1,3,1,R,I,R,R,R,R,R,R
1404347,3,201404,2,21.096428571,0.980389703,2,68600,1408,3,2,3,3,1,R,R,R,R,R,R,R,R
1404348,3,201404,2,4.416666667,0.980389703,2,93600,1904,3,2,3,3,1,I,I,I,I,I,I,I,I
1404349,1,201404,1,8.833333333,1.014402139,1,39300,924,3,9,9,9,9,I,I,I,I,9,9,9,9
1404350,3,201404,2,21.096428571,0.980389703,2,65900,1344,3,2,3,3,1,R,R,R,R,R,R,R,R
1404351,4,201404,1,14.231578947,1.014402139,2,49200,1216,3,2,3,3,1,R,R,R,R,R,R,R,R
1404352,4,201404,2,7.115789474,0.980389703,2,69200,900,1,1,1,2,1,R,R,R,R,R,R,R,R
1404353,2,201404,1,9.272727273,1.014402139,2,40600,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
1404354,2,201404,1,9.272727273,1.014402139,2,44700,1056,3,3,1,3,1,R,I,I,I,I,I,I,I
1404355,4,201404,2,7.115789474,0.980389703,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1404356,3,201404,1,42.192857143,1.014402139,1,40000,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1404357,1,201404,2,4.416666667,0.980389703,2,76400,1488,3,2,1,3,1,I,I,I,I,I,I,I,I
1404358,1,201404,1,8.833333333,1.014402139,2,40800,960,1,2,1,3,1,R,I,R,R,R,R,R,R
1404359,3,201404,2,21.096428571,0.980389703,2,113000,1400,1,1,1,3,1,R,R,R,R,R,R,R,R
1404360,3,201404,1,42.192857143,1.014402139,1,55800,1216,3,9,9,9,9,R,R,R,R,9,9,9,9
1404361,3,201404,2,21.096428571,0.980389703,1,91300,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1404362,2,201404,2,4.636363636,0.980389703,2,143000,2400,3,2,3,3,1,R,R,R,R,R,R,R,R
1404363,2,201404,2,4.636363636,0.980389703,2,77400,1512,3,3,1,2,1,R,I,R,R,R,R,R,R
1404364,4,201404,2,7.115789474,0.980389703,2,60000,1560,3,2,3,3,1,R,R,R,R,R,R,R,R
1404365,3,201404,2,21.096428571,0.980389703,1,102800,2128,3,9,9,9,9,I,I,I,I,9,9,9,9
1404366,3,201404,2,21.096428571,0.980389703,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
1404367,2,201404,2,4.636363636,0.980389703,2,79700,1568,3,3,1,1,9,R,I,I,I,I,I,I,R
1404368,2,201404,1,9.272727273,1.014402139,2,60600,1300,3,2,1,2,1,I,I,I,I,I,I,I,I
1404369,3,201404,1,42.192857143,1.014402139,2,66600,1500,3,2,3,3,1,I,I,I,I,I,I,I,I
1404370,3,201404,2,21.096428571,0.980389703,2,82200,1568,3,2,3,3,1,R,R,R,R,R,R,R,R
1404371,4,201404,1,14.231578947,1.014402139,1,45100,1064,3,9,9,9,9,I,I,I,I,9,9,9,9
1404372,3,201404,1,42.192857143,1.014402139,2,24500,896,1,2,3,3,1,R,R,R,R,R,R,R,R
1404373,2,201404,1,9.272727273,1.014402139,2,51300,1216,3,2,1,3,1,R,I,R,R,R,R,R,R
1404374,4,201404,2,7.115789474,0.980389703,1,110900,1848,3,9,9,9,9,R,R,R,R,9,9,9,9
1404375,1,201404,2,4.416666667,0.980389703,2,55900,1176,3,2,3,3,1,R,R,R,R,R,R,R,R
1404376,2,201404,2,4.636363636,0.980389703,1,103500,2128,3,9,9,9,9,R,R,R,R,9,9,9,9
1404377,3,201404,2,21.096428571,0.980389703,2,41400,1664,3,1,3,1,9,R,R,R,R,R,R,R,R
1404378,4,201404,2,7.115789474,0.980389703,1,89000,1680,3,9,9,9,9,R,R,R,R,9,9,9,9
1404379,2,201404,2,4.636363636,0.980389703,2,70500,1344,3,2,3,1,9,R,I,I,I,I,I,I,R
1404380,2,201404,2,4.636363636,0.980389703,2,93600,1904,3,1,1,1,9,I,I,I,I,I,I,I,R
1404381,3,201404,2,21.096428571,0.980389703,1,83700,1664,3,9,9,9,9,R,I,R,R,9,9,9,9
1404382,3,201404,1,42.192857143,1.014402139,2,48700,1152,3,2,1,3,1,R,I,R,R,R,R,R,R
1404383,2,201404,2,4.636363636,0.980389703,2,75100,1456,3,2,1,1,9,I,I,I,I,I,I,I,R
1404384,3,201404,2,21.096428571,0.980389703,2,115000,2500,3,2,3,3,1,R,R,R,R,R,R,R,R
1404385,1,201404,1,8.833333333,1.014402139,2,39300,924,3,2,1,2,1,R,I,R,R,R,R,R,R
1404386,2,201404,1,9.272727273,1.014402139,2,26900,700,1,2,3,3,1,R,R,R,R,R,R,R,R
